GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JPMML evaluator,org.jpmml.evaluator,Functions.new AbstractNumericFunction() {...},0,39,0,0,0,6,0,3,0,3
JPMML evaluator,org.jpmml.evaluator,PMMLUtil,37,79,3,7,2,13,4,7,1,5
JPMML evaluator,org.jpmml.evaluator,Functions.new AbstractNumericFunction() {...},0,42,0,2,0,6,0,4,0,3
JPMML evaluator,org.jpmml.evaluator,Functions.new MathFunction() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,FunctionUtil,54,379,4,14,4,34,4,9,0,4
JPMML evaluator,org.jpmml.evaluator,Functions.new MathFunction() {...},5,4,0,0,1,1,1,1,1,1
JPMML evaluator,org.jpmml.evaluator,Functions.new ValueFunction() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new MathFunction() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new MathFunction() {...},0,16,0,2,0,4,0,3,0,2
JPMML evaluator,org.jpmml.evaluator,TypeInfos,0,55,0,0,0,9,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,SecondsSinceMidnight,28,85,4,2,6,26,5,9,3,8
JPMML evaluator,org.jpmml.evaluator,FieldUtil.new CacheLoader() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,FieldUtil.new TypeInfo() {...},50,27,4,2,6,7,4,3,1,3
JPMML evaluator,org.jpmml.evaluator,FieldUtil.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,FieldUtil.new CacheLoader() {...},6,3,0,0,1,1,1,1,1,1
JPMML evaluator,org.jpmml.evaluator,TextUtil,101,388,22,50,20,113,20,24,0,7
JPMML evaluator,org.jpmml.evaluator,TypeCheckException,8,71,5,5,3,13,5,8,0,8
JPMML evaluator,org.jpmml.evaluator,Vector,0,3,0,0,0,1,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,TypeUtil,236,957,56,226,52,262,46,155,1,38
JPMML evaluator,org.jpmml.evaluator,PMMLElements,0,177,0,0,0,44,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,FieldValue,125,330,13,29,28,81,16,40,3,30
JPMML evaluator,org.jpmml.evaluator,DoubleValue,347,216,14,4,65,48,37,26,29,25
JPMML evaluator,org.jpmml.evaluator,NormalizationUtil,23,222,6,24,4,46,6,15,0,5
JPMML evaluator,org.jpmml.evaluator,ValueFactoryFactory.DoubleValueFactory,6,35,0,2,1,8,1,7,1,6
JPMML evaluator,org.jpmml.evaluator,EntityClassification,13,63,1,5,4,20,2,8,1,6
JPMML evaluator,org.jpmml.evaluator,Functions.new TrigonometricFunction() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new TrigonometricFunction() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,InputField,50,32,13,1,14,9,10,4,3,4
JPMML evaluator,org.jpmml.evaluator,PredicateUtil.CompoundPredicateResult,0,29,0,0,0,12,0,5,0,5
JPMML evaluator,org.jpmml.evaluator,ComplexDoubleVector,12,139,3,7,3,33,3,13,0,11
JPMML evaluator,org.jpmml.evaluator,Functions.new TrigonometricFunction() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,ModelEvaluator,251,1526,48,171,49,413,54,130,9,62
JPMML evaluator,org.jpmml.evaluator,UnsupportedMarkupException,4,5,0,0,2,2,1,1,1,1
JPMML evaluator,org.jpmml.evaluator,DistributionUtil,7,65,2,6,2,12,2,7,0,5
JPMML evaluator,org.jpmml.evaluator,SparseArrayUtil,18,104,8,12,4,23,8,6,0,4
JPMML evaluator,org.jpmml.evaluator,NormalDistributionUtil,12,0,0,0,3,0,3,0,3,0
JPMML evaluator,org.jpmml.evaluator,MapHolder,19,0,2,0,4,0,2,0,1,0
JPMML evaluator,org.jpmml.evaluator,ReportingComplexFloatVector,183,0,2,0,25,0,13,0,12,0
JPMML evaluator,org.jpmml.evaluator,DefineFunctionEvaluationContext,80,27,12,0,22,10,11,3,5,3
JPMML evaluator,org.jpmml.evaluator,FieldValues,0,31,0,0,0,8,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,MisplacedAttributeException,9,19,0,0,2,3,1,2,1,2
JPMML evaluator,org.jpmml.evaluator,TypeInfo,2,0,0,0,1,0,1,0,1,0
JPMML evaluator,org.jpmml.evaluator,ArrayUtil.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,TextUtil.new Callable() {...},0,5,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,TextUtil.new Callable() {...},0,5,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,ValueUtil,10,135,6,26,4,35,6,13,0,3
JPMML evaluator,org.jpmml.evaluator,OutputUtil.new Comparator() {...},94,47,12,3,22,11,14,3,4,3
JPMML evaluator,org.jpmml.evaluator,DiscretizationUtil.RowFilter,0,78,0,4,0,22,0,7,0,5
JPMML evaluator,org.jpmml.evaluator,OutputUtil.new TypeInfo() {...},6,47,0,6,2,14,1,6,1,3
JPMML evaluator,org.jpmml.evaluator,ReportingSimpleFloatVector,181,0,2,0,25,0,13,0,12,0
JPMML evaluator,org.jpmml.evaluator,JavaExpression,23,0,4,0,8,0,4,0,2,0
JPMML evaluator,org.jpmml.evaluator,PredicateUtil,135,375,19,91,22,96,19,55,1,13
JPMML evaluator,org.jpmml.evaluator,ComplexReport,0,34,0,0,0,10,0,5,0,5
JPMML evaluator,org.jpmml.evaluator,ResidualInputField,11,5,0,0,2,2,2,1,2,1
JPMML evaluator,org.jpmml.evaluator,Epochs,0,16,0,0,0,3,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,ArrayUtil,74,108,13,12,19,26,11,11,0,8
JPMML evaluator,org.jpmml.evaluator,TextUtil.StringProcessor,0,33,0,0,0,12,0,5,0,5
JPMML evaluator,org.jpmml.evaluator,SimpleTypeInfo,0,52,0,0,0,19,0,8,0,8
JPMML evaluator,org.jpmml.evaluator,OrdinalValue.OrdinalString,4,18,1,1,1,5,1,3,0,3
JPMML evaluator,org.jpmml.evaluator,VirtualEvaluationContext,0,6,0,0,0,3,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,CollectionValue,65,52,10,3,15,18,11,8,5,7
JPMML evaluator,org.jpmml.evaluator,InvalidElementException,9,19,0,0,4,3,2,2,2,2
JPMML evaluator,org.jpmml.evaluator,DaysSinceDate,19,59,4,4,3,15,5,7,1,7
JPMML evaluator,org.jpmml.evaluator,InvalidAttributeException,32,5,0,0,7,2,4,1,4,1
JPMML evaluator,org.jpmml.evaluator,KeyValueAggregator,0,86,0,4,0,25,0,10,0,8
JPMML evaluator,org.jpmml.evaluator,ContinuousValue.ContinuousInteger,11,27,2,2,2,8,2,5,0,5
JPMML evaluator,org.jpmml.evaluator,SimplePeriod,0,3,0,0,0,1,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,ReportingValueFactoryFactory.ReportingFloatValueFactory.new ReportingSimpleFloatVector() {...},10,0,0,0,2,0,2,0,2,0
JPMML evaluator,org.jpmml.evaluator,ReportingValueFactoryFactory.ReportingFloatValueFactory.new ReportingComplexFloatVector() {...},11,0,0,0,2,0,2,0,2,0
JPMML evaluator,org.jpmml.evaluator,InvalidElementListException,22,0,0,0,2,0,1,0,1,0
JPMML evaluator,org.jpmml.evaluator,FieldValue.new Predicate() {...},2,14,1,1,1,3,1,2,0,2
JPMML evaluator,org.jpmml.evaluator,Vote,10,16,1,1,3,7,3,3,2,3
JPMML evaluator,org.jpmml.evaluator,Value,0,3,0,0,0,1,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,TextTokenizer,0,78,0,10,0,24,0,9,0,4
JPMML evaluator,org.jpmml.evaluator,CacheUtil,41,29,4,0,15,9,4,6,2,6
JPMML evaluator,org.jpmml.evaluator,ModelEvaluatorFactory,40,147,4,22,8,34,5,14,2,4
JPMML evaluator,org.jpmml.evaluator,VariableField,28,20,0,0,7,7,5,3,5,3
JPMML evaluator,org.jpmml.evaluator,EvaluationContext.new ScalarValue() {...},2,5,0,0,1,1,1,1,1,1
JPMML evaluator,org.jpmml.evaluator,ModelEvaluator.VerificationBatch,0,13,0,0,0,5,0,3,0,3
JPMML evaluator,org.jpmml.evaluator,SimpleReport,10,36,0,4,3,13,1,8,1,6
JPMML evaluator,org.jpmml.evaluator,ContinuousValue.ContinuousFloat,15,23,2,2,3,7,3,4,1,4
JPMML evaluator,org.jpmml.evaluator,ProbabilityAggregator,44,405,12,46,11,100,12,27,0,10
JPMML evaluator,org.jpmml.evaluator,NaNResultException,0,4,0,0,0,2,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,ResultField,0,4,0,0,0,2,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,ContinuousValue,9,58,1,5,3,15,1,8,0,5
JPMML evaluator,org.jpmml.evaluator,Functions.new ArithmeticFunction() {...},0,24,1,3,0,4,1,3,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new AggregateFunction() {...},0,8,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new AggregateFunction() {...},0,8,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new AggregateFunction() {...},2,14,1,1,1,4,1,3,0,3
JPMML evaluator,org.jpmml.evaluator,Functions.new AggregateFunction() {...},0,8,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new ArithmeticFunction() {...},0,11,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,MisplacedElementException,19,0,0,0,3,0,2,0,2,0
JPMML evaluator,org.jpmml.evaluator,Functions.new ArithmeticFunction() {...},0,11,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new ArithmeticFunction() {...},0,11,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new ArithmeticFunction() {...},0,24,0,4,0,4,0,4,0,2
JPMML evaluator,org.jpmml.evaluator,ValueFactory,0,3,0,0,0,1,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,ComplexPeriod,0,16,0,0,0,7,0,3,0,3
JPMML evaluator,org.jpmml.evaluator,CategoricalValue.CategoricalBoolean,20,54,3,5,4,14,3,6,0,5
JPMML evaluator,org.jpmml.evaluator,TargetUtil,78,308,25,41,18,80,23,22,0,11
JPMML evaluator,org.jpmml.evaluator,OutputMap,3,59,1,5,1,17,2,7,1,5
JPMML evaluator,org.jpmml.evaluator,ValueFactoryFactory.FloatValueFactory,23,19,2,0,5,4,4,4,3,4
JPMML evaluator,org.jpmml.evaluator,Classification.Type.new Classification.Type() {...},3,8,0,0,1,1,1,1,1,1
JPMML evaluator,org.jpmml.evaluator,Period,12,21,2,2,3,5,4,3,2,3
JPMML evaluator,org.jpmml.evaluator,LoadingModelEvaluatorBuilder,66,108,5,3,16,32,12,8,8,8
JPMML evaluator,org.jpmml.evaluator,ReportingSimpleDoubleVector,95,84,2,0,10,15,6,7,5,7
JPMML evaluator,org.jpmml.evaluator,EntityUtil,0,73,0,6,0,19,0,8,0,5
JPMML evaluator,org.jpmml.evaluator,FunctionRegistry,41,91,3,9,13,26,7,7,4,4
JPMML evaluator,org.jpmml.evaluator,OrdinalValue,69,107,10,12,13,26,9,13,3,8
JPMML evaluator,org.jpmml.evaluator,UnsupportedAttributeException,9,25,0,0,4,4,2,2,2,2
JPMML evaluator,org.jpmml.evaluator,AbstractComputable,28,3,0,0,9,1,2,1,2,1
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Function() {...},6,26,1,1,1,4,1,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new VoteAggregator() {...},0,12,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Callable() {...},0,10,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Callable() {...},0,10,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Function() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Callable() {...},0,10,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Maps.EntryTransformer() {...},0,6,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.DerivedFieldLoader.new TypeInfo() {...},45,0,4,0,11,0,6,0,4,0
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.InstanceResult,0,29,0,0,0,12,0,5,0,5
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.DataFieldLoader,0,39,0,0,0,13,0,6,0,6
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator,235,978,38,79,47,235,40,47,3,22
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.IdentifierLoader,0,10,0,0,0,3,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.InstanceResult.Distance,21,16,3,1,6,4,3,2,1,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.FieldLoader,0,38,0,0,0,14,0,6,0,6
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.DerivedFieldLoader,32,0,0,0,10,0,4,0,4,0
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.InstanceResult.Similarity,14,6,2,0,3,2,2,1,1,1
JPMML evaluator,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator,144,514,29,61,26,141,29,32,2,14
JPMML evaluator,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator.new ProbabilityMap() {...},0,31,0,0,0,8,0,3,0,3
JPMML evaluator,org.jpmml.evaluator.naive_bayes,ProbabilityMap,13,3,0,0,5,2,2,1,2,1
JPMML evaluator,org.jpmml.evaluator.association,Association,33,117,4,10,9,38,6,12,2,8
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator,179,553,25,67,25,154,25,38,3,14
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator.ItemValue,0,42,0,0,0,17,0,7,0,7
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator.new Association() {...},0,21,0,0,0,4,0,4,0,4
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator.new Callable() {...},0,10,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.functions,AbstractFunction,72,100,5,7,5,22,4,13,0,11
JPMML evaluator,org.jpmml.evaluator.functions,StringFunction,0,24,0,0,0,6,0,3,0,3
JPMML evaluator,org.jpmml.evaluator.functions,AbstractNumericFunction,24,42,1,5,1,10,1,4,0,2
JPMML evaluator,org.jpmml.evaluator.functions,ComparisonFunction,0,29,0,0,0,6,0,3,0,3
JPMML evaluator,org.jpmml.evaluator.functions,MathFunction,0,29,0,0,0,7,0,3,0,3
JPMML evaluator,org.jpmml.evaluator.functions,ArithmeticFunction,0,53,0,4,0,13,0,5,0,3
JPMML evaluator,org.jpmml.evaluator.functions,AggregateFunction,0,62,0,8,0,17,0,7,0,3
JPMML evaluator,org.jpmml.evaluator.functions,FpMathFunction,0,25,0,0,0,6,0,3,0,3
JPMML evaluator,org.jpmml.evaluator.functions,UnaryBooleanFunction,0,24,0,0,0,6,0,3,0,3
JPMML evaluator,org.jpmml.evaluator.functions,ValueFunction,0,24,0,0,0,6,0,3,0,3
JPMML evaluator,org.jpmml.evaluator.functions,ValueListFunction,0,40,0,2,0,8,0,4,0,3
JPMML evaluator,org.jpmml.evaluator.functions,EqualityFunction,0,29,0,0,0,6,0,3,0,3
JPMML evaluator,org.jpmml.evaluator.functions,BinaryBooleanFunction,0,35,0,2,0,7,0,3,0,2
JPMML evaluator,org.jpmml.evaluator.functions,TrigonometricFunction,0,30,0,2,0,8,0,3,0,2
JPMML evaluator,org.jpmml.evaluator.rule_set,RuleSetModelEvaluator,57,296,12,34,11,78,14,18,2,6
JPMML evaluator,org.jpmml.evaluator.rule_set,SimpleRuleScoreDistribution,21,28,2,2,6,11,5,3,3,3
JPMML evaluator,org.jpmml.evaluator.rule_set,RuleSetModelEvaluator.new CacheLoader() {...},5,70,1,5,1,18,1,6,0,4
JPMML evaluator,org.jpmml.evaluator.rule_set,RuleSetModelEvaluator.new SimpleRuleScoreDistribution() {...},0,11,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.neural_network,NeuronProbabilityDistribution,16,0,0,0,5,0,4,0,4,0
JPMML evaluator,org.jpmml.evaluator.neural_network,NeuralNetworkEvaluator,868,0,119,0,220,0,71,0,11,0
JPMML evaluator,org.jpmml.evaluator.neural_network,NeuralNetworkUtil,73,0,20,0,25,0,19,0,2,0
JPMML evaluator,org.jpmml.evaluator.neural_network,NeuralNetworkEvaluator.new NeuronProbabilityDistribution() {...},13,0,0,0,2,0,2,0,2,0
JPMML evaluator,org.jpmml.evaluator.neural_network,NeuralNetworkEvaluator.new CacheLoader() {...},69,0,6,0,15,0,5,0,2,0
